,EPOCH,BATCH_SIZE,LR,N_HIDDEN_UNITS,NUM_LAYERS,data_used_n,min_val_loss_id,min_val_loss,test_mse,train_loss_list,val_loss_list
0,3,1,0.01,34,1,1000000,0,0.7333199542481452,8.244221889387475,"[1.0987808177498835, 1.0248407529725228, 1.0345655556302518]","[0.7333199542481452, 0.7612996262032539, 0.8460025679869432]"
