,EPOCH,BATCH_SIZE,LR,N_HIDDEN_UNITS,NUM_LAYERS,min_val_loss_id,min_val_loss,min_test_mse_id,min_test_mse,train_loss_list,val_loss_list,test_mse_list,train_count
0,45,2000,0.003,12,1,0,1,43,2.311884555327197,"[0.7913321230028357, 0.5540946413363729, 0.49918264310274807, 0.4893534614571503, 0.48277571451451096, 0.481112502515316, 0.48293806053698063, 0.4791964516043663, 0.47731440354670795, 0.4755289357687746, 0.4729786858494793, 0.47324035236878054, 0.47026919201016426, 0.4722669694040503, 0.469870159934674, 0.46660071425139904, 0.4650354188467775, 0.4606274693672146, 0.45730835891195704, 0.45609806451414314, 0.4509385001978704, 0.4498210458883217, 0.4475989583879709, 0.4458599766450269, 0.44381936240409103, 0.4433992811079536, 0.4429749444659267, 0.4436299598642758, 0.4415461274662188, 0.4414294247648546, 0.43977580725082327, 0.44058686388390406, 0.44000909344426226, 0.43791497711624416, 0.4373906707125051, 0.4367769291358335, 0.43645089997776915, 0.43595501434590134, 0.43436154031327795, 0.4342600828302758, 0.43292477035096716, 0.4352809326457126, 0.43113244138658047, 0.4312250678028379, 0.4311859557139022]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[3.401562346097844, 2.7252086920967895, 2.631429477190073, 2.6038947678523283, 2.5937315182061202, 2.5770621120901582, 2.56499532524936, 2.595652539883214, 2.559050283242176, 2.5638027531264305, 2.557158689922772, 2.531704245108129, 2.517584817515466, 2.5299016919630843, 2.5190632003970443, 2.4944393695500615, 2.512337220648181, 2.467778783264403, 2.4737391005279084, 2.437520937835194, 2.4431788130873793, 2.424080609744638, 2.413124599574853, 2.3882263370864227, 2.407165552270846, 2.406149071720684, 2.390789656940761, 2.375087684619262, 2.3829593956472217, 2.366478785323966, 2.371615796344713, 2.3600535798705, 2.3585778096393093, 2.3585797270794293, 2.3862771420469047, 2.3666203547249474, 2.3401111274597577, 2.3412406492628524, 2.343498265123757, 2.3640797195292462, 2.4372865889055677, 2.324356475271673, 2.317141716662589, 2.311884555327197, 2.346412993268938]",224000
