,EPOCH,BATCH_SIZE,LR,N_HIDDEN_UNITS,NUM_LAYERS,data_used_n,min_val_loss_id,min_val_loss,test_mse,train_loss_list,val_loss_list,BI_DIR,note
0,150,2500,0.01,90,1,1000000,69,0.2241783748070399,1.2201605708323806,"[0.5540973568069083, 0.42367597360696113, 0.3863472001360995, 0.3534724389868123, 0.3281581242169653, 0.31093947679868766, 0.2987512364983559, 0.28869066807840554, 0.2814354177830475, 0.273749180244548, 0.2676424893417529, 0.26219008032764707, 0.25684951626296554, 0.2524439941027335, 0.24855938670890673, 0.24469489234366587, 0.24215654321014882, 0.2398161478606718, 0.23719175135982887, 0.23544942901602814, 0.23390440632190024, 0.23236186831657377, 0.23104917162231037, 0.2299648088003908, 0.22864250969141722, 0.22770525605550834, 0.227085820798363, 0.22599264620138065, 0.22533832333449808, 0.22467957849481276, 0.2235202767487083, 0.223136059168194, 0.22250673156231643, 0.22179377212056092, 0.22120491902210881, 0.22064607869833708, 0.2198313900402614, 0.21986194111938986, 0.21893482562154531, 0.21848136191921574, 0.2182172480970621, 0.2180887201002666, 0.21733278413968427, 0.21713093583072934, 0.2167479783296585, 0.21624024449182408, 0.2160580351682646, 0.21566452788455145, 0.2155093374262963, 0.2154043173683541, 0.21475525067320891, 0.21452544241079263, 0.2141458867916039, 0.214227147134287, 0.21376674973538945, 0.21352728176862001, 0.21310247693743026, 0.2129462250375322, 0.21267523129603694, 0.21208549549004863, 0.21275854291660445, 0.21172513541366372, 0.2118446155318192, 0.21161480370376792, 0.21117312602166619, 0.211018627908613, 0.2109253495133349, 0.21070103280778443, 0.21063431823360068, 0.21064101428325688, 0.2103440286591649, 0.21038791625095266, 0.21014104379074913, 0.21005289184727838, 0.20949095817548888, 0.20960092363612992, 0.20968037263623307, 0.20913208651223353, 0.20936915052256413, 0.20872231125831603]","[0.44219367106755575, 0.41864496817191443, 0.36869360903898873, 0.33857081482807794, 0.318447944521904, 0.3070462812980016, 0.2967433621486028, 0.28532771418492, 0.27970562428236007, 0.27352520227432253, 0.26796905547380445, 0.26463982264200847, 0.26060959448417026, 0.2537355855107307, 0.24965989241997402, 0.25453292081753415, 0.24913368945320447, 0.24509791483481724, 0.24484599952896435, 0.24152174467841783, 0.24980774174133938, 0.23952704618374507, 0.24160676474372547, 0.237096622834603, 0.23763873030742008, 0.23644908542434376, 0.23916835909088452, 0.23561963041623432, 0.23938772057493526, 0.23719082449873288, 0.23302451968193055, 0.23290138964851698, 0.2370817338426908, 0.23408589884638786, 0.23519134223461152, 0.23400862415631613, 0.2334907755255699, 0.2319471299648285, 0.23287542512019474, 0.23223492627342543, 0.22973010738690694, 0.22844417293866476, 0.23011725569764774, 0.23387313882509866, 0.2315692866841952, 0.23032074520985285, 0.2278497596581777, 0.22896117145816486, 0.22660415743788084, 0.22776026849945386, 0.22802225053310393, 0.227249859025081, 0.22975456217924753, 0.2272540179391702, 0.22763124778866767, 0.2269201417764028, 0.22860388457775116, 0.2290159558256467, 0.22541189243396123, 0.22861403400699298, 0.22849336018164954, 0.2321600464483102, 0.22633116568128267, 0.22545288850863773, 0.2251653236647447, 0.22589435453216236, 0.22707427988449733, 0.22560501073797543, 0.22557549277941386, 0.2241783748070399, 0.22661770284175872, 0.22535054807861646, 0.23461709221204122, 0.2257104476292928, 0.2266120101014773, 0.22503733014067015, 0.2268451377749443, 0.2253525753815969, 0.22556744515895844, 0.2261045346657435]",True,"alln/MAX_LEN, an/alln, tn/alln, cn/alln, a,b,c,d] "
